img,movie_name,year,genre,Overview,Director,Actor1,Actor2,Actor3,Actor4
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Paan Singh Tomar,-2012,"Action, Biography, Crime","The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement.",Tigmanshu Dhulia,Irrfan Khan,Mahie Gill,Rajesh Abhay,Hemendra Dandotiya
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Kai po che!,-2013,"Drama, Sport",Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.,Abhishek Kapoor,Amit Sadh,Sushant Singh Rajput,Rajkummar Rao,Amrita Puri
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Gully Boy,-2019,"Drama, Music, Romance",A coming-of-age story based on the lives of street rappers in Mumbai.,Zoya Akhtar,Vijay Varma,Nakul Roshan Sahdev,Ranveer Singh,Vijay Raaz
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Black,-2005,Drama,"The cathartic tale of a young woman who can't see, hear or talk and the teacher who brings a ray of light into her dark world.",Sanjay Leela Bhansali,Amitabh Bachchan,Rani Mukerji,Shernaz Patel,Ayesha Kapoor
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Main Hoon Na,-2004,"Action, Comedy, Drama","An army major goes undercover as a college student. His mission is both professional and personal: to protect his general's daughter from a radical militant, and to find his estranged half-brother.",Farah Khan,Shah Rukh Khan,Sushmita Sen,Sunil Shetty,Zayed Khan
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Tumbbad,-2018,"Drama, Fantasy, Horror",A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.,Rahi Anil Barve,Anand Gandhi,Adesh Prasad,Sohum Shah,Jyoti Malshe
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ludo,-2020,"Action, Comedy, Crime","From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal.",Anurag Basu,Pankaj Tripathi,Abhishek Bachchan,Rajkummar Rao,Fatima Sana Shaikh
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Dilwale,-2015,"Action, Comedy, Drama","The siblings of two estranged lovers fall for each other, unaware of the violent past that drove them apart.",Rohit Shetty,Shah Rukh Khan,Kajol,Varun Dhawan,Kriti Sanon
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Talvar,-2015,"Crime, Drama, Mystery",An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide.,Meghna Gulzar,Irrfan Khan,Konkona Sen Sharma,Neeraj Kabi,Sohum Shah
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Bajirao Mastani,-2015,"Action, Drama, History","An account of the romance between the Maratha general, Baji Rao I and Mastani, princess of Bundelkhand.",Sanjay Leela Bhansali,Ranveer Singh,Deepika Padukone,Priyanka Chopra Jonas,Tanvi Azmi
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Anand,-1971,"Drama, Musical","The story of a terminally ill man who wishes to live life to the fullest before the inevitable occurs, as told by his best friend.",Hrishikesh Mukherjee,Rajesh Khanna,Amitabh Bachchan,Sumita Sanyal,Ramesh Deo
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ek Tha Tiger,-2012,"Action, Romance, Thriller",India's top spy Tiger and his love Zoya battle the dark world of intelligence and espionage that forbids its soldiers from loving the enemy.,Kabir Khan,Salman Khan,Katrina Kaif,Girish Karnad,Roshan Seth
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Fanaa,-2006,"Action, Drama, Romance",A sweet blind girl Zooni meets a flirty Rehan. She ignores her friends' warnings. It's her time to discover life. Is she making the right love choice?,Kunal Kohli,Aamir Khan,Kajol,Rishi Kapoor,Tabu
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jodhaa Akbar,-2008,"Action, Drama, History","A sixteenth century love story about a marriage of alliance that gave birth to true love between a great Mughal emperor, Akbar, and a Rajput princess, Jodha.",Ashutosh Gowariker,Hrithik Roshan,Aishwarya Rai Bachchan,Sonu Sood,Poonam Sinha
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Raanjhanaa,-2013,"Drama, Romance","Kundan, the son of a Hindu pundit, discovers that his childhood sweetheart Zoya loves city-bred Akram and wants to marry him. However, he persistently seeks to win her heart.",Aanand L. Rai,Dhanush,Sonam Kapoor,Mohd. Zeeshan Ayyub,Swara Bhaskar
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Dabangg,-2010,"Action, Comedy, Crime","A corrupt police officer faces challenges from his family, gangsters and politicians.",Abhinav Kashyap,Salman Khan,Sonakshi Sinha,Sonu Sood,Arbaaz Khan
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Stree,-2018,"Comedy, Horror","In the small town of Chanderi, the menfolk live in fear of an evil spirit named ""Stree"" who abducts men in the night. Based on the urban legend of ""Nale Ba"" that went viral in Karnataka in the 1990s.",Amar Kaushik,Rajkummar Rao,Shraddha Kapoor,Pankaj Tripathi,Aparshakti Khurana
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Piku,-2015,"Comedy, Drama","A quirky comedy about the relationship between a daughter and her aging father, whose eccentricities drive everyone crazy.",Shoojit Sircar,Deepika Padukone,Amitabh Bachchan,Irrfan Khan,Moushumi Chatterjee
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Badhaai Ho,-2018,"Comedy, Drama",A man is embarrassed when he finds out his mother is pregnant.,Amit Ravindernath Sharma,Ayushmann Khurrana,Neena Gupta,Gajraj Rao,Sanya Malhotra
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Dev.D,-2009,"Drama, Romance","After breaking up with his childhood sweetheart, a young man finds solace in drugs. Meanwhile, a teenage girl is caught in the world of prostitution. Will they be destroyed, or will they find redemption?",Anurag Kashyap,Abhay Deol,Mahie Gill,Kalki Koechlin,Dibyendu Bhattacharya
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Wake Up Sid,-2009,"Comedy, Drama, Romance","The story of a lazy Mumbai college student who does absolutely nothing, with a turn of events will Sid realize his potential in this world and become a success in the fast-paced life of Mumbai.",Ayan Mukherjee,Ranbir Kapoor,Konkona Sen Sharma,Supriya Pathak,Anupam Kher
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Padmaavat,-2018,"Drama, History, Romance","Set in medieval Rajasthan, Queen Padmavati is married to a noble king and they live in a prosperous fortress with their subjects until an ambitious Sultan hears of Padmavati's beauty and forms an obsessive love for the Queen of Mewar.",Sanjay Leela Bhansali,Deepika Padukone,Ranveer Singh,Shahid Kapoor,Aditi Rao Hydari
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Mohabbatein,-2000,"Musical, Drama, Romance","A film about the battle between love and fear, between two stubborn men and their opposing beliefs and the outcome of the love stories of 3 couples.",Aditya Chopra,Amitabh Bachchan,Shah Rukh Khan,Uday Chopra,Jugal Hansraj
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Kabir Singh,-2019,"Action, Drama, Romance","An exalted but short-fused surgeon plunges into a spiral of drugs, alcohol and rage after his intense relationship with his girlfriend turbulently ends.",Sandeep Reddy Vanga,Shahid Kapoor,Kiara Advani,Nikita Dutta,Soham Majumdar
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Dil Se..,-1998,"Drama, Romance",A radio broadcaster's intense attraction to a mysterious woman opens the door to a tidal wave of powerful emotions and desires.,Mani Ratnam,Shah Rukh Khan,Manisha Koirala,Preity Zinta,Raghuvir Yadav
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Aashiqui 2,-2013,"Drama, Music, Musical",Rahul loses his fans and fame due to alcoholism. But he then decides to turn a small time singer into a rising star.,Mohit Suri,Aditya Roy Kapoor,Shraddha Kapoor,Shaad Randhawa,Salil Acharya
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Highway,(I) (2014),"Crime, Drama, Romance","Right before her wedding, a young woman finds herself abducted and held for ransom. As the initial days pass, she begins to develop a strange bond with her kidnapper.",Imtiaz Ali,Alia Bhatt,Randeep Hooda,Durgesh Kumar,Pradeep Nagar
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Tanu Weds Manu Returns,-2015,"Comedy, Drama, Romance",Tanu and Manu's marriage collapses. What happens when Manu meets Tanu's lookalike Kusum - and when Tanu returns?,Aanand L. Rai,Kangana Ranaut,Madhavan,Jimmy Sheirgill,Deepak Dobriyal
"https://m.media-amazon.com/images/M/MV5BMTUyMTg0MTA1OF5BMl5BanBnXkFtZTgwMDg2MjMwMjE@._V1_UY98_CR0,0,67,98_AL_.jpg",Kick,-2014,"Action, Comedy, Crime","An adrenaline junkie walks away from a whirlwind romance and embraces a new life as a thief, though he soon finds himself pursued by veteran police officer and engaged in a turf war with a local gangster.",Sajid Nadiadwala,Salman Khan,Jacqueline Fernandez,Nawazuddin Siddiqui,Randeep Hooda
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Raazi,-2018,"Action, Drama, Thriller",A Kashmiri woman agrees to marry a Pakistani army officer in order to spy on Pakistan during the Indo-Pakistan War of 1971.,Meghna Gulzar,Alia Bhatt,Vicky Kaushal,Rajit Kapoor,Shishir Sharma
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Baazigar,-1993,"Crime, Drama, Musical","A young man with a vendetta against a business tycoon seduces his younger daughter, but she begins to suspect her new lover's connection with her elder sister and his ulterior motive.",Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Shah Rukh Khan,Kajol,Dalip Tahil
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Holiday,-2014,"Action, Thriller","A soldier on vacation finds himself hunting down a terrorist. A military officer attempts to hunt down a terrorist, destroy a terrorist gang and deactivate the sleeper cells under its command.",A.R. Murugadoss,Akshay Kumar,Sonakshi Sinha,Freddy Daruwala,Sumeet Raghvan
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jaane Tu,-2008,"Comedy, Drama, Romance",Two best friends being convinced that they are not in love search for each other's love.,Abbas Tyrewala,Imran Khan,Genelia D'Souza,Manjari Fadnnis,Ayaz Khan
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Tiger Zinda Hai,-2017,"Action, Adventure, Thriller","When a group of Indian and Pakistani nurses are held hostage in Iraq by a terrorist organization, a secret agent is drawn out of hiding to rescue them.",Ali Abbas Zafar,Salman Khan,Katrina Kaif,Anupriya Goenka,Paresh Rawal
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Article 15,-2019,"Crime, Drama, Mystery","In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination.",Anubhav Sinha,Ayushmann Khurrana,Nassar,Manoj Pahwa,Kumud Mishra
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Chhapaak,-2020,"Biography, Drama","The trials and triumphs of Malti, an acid attack survivor. From the investigation of the attack to the court proceedings, the medical treatment to the emotional healing. Chhapaak is the story of the unquashable human spirit.",Meghna Gulzar,Deepika Padukone,Vikrant Massey,Madhurjeet Sarghi,Payal Nair
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Gunjan Saxena: The Kargil Girl,-2020,"Action, Biography, Drama",Inspired by the life of a fearless young officer who made history by becoming the first Indian female Air Force officer to fly in a combat zone during the 1999 Kargil War,Sharan Sharma,Janhvi Kapoor,Pankaj Tripathi,Angad Bedi,Manav Vij
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Kaabil,-2017,"Action, Crime, Drama",A blind man seeks revenge against a corrupt politician and his brother after his wife is raped and killed.,Sanjay Gupta,Hrithik Roshan,Yami Gautam,Ronit Roy,Rohit Roy
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Masaan,-2015,Drama,"Along India's Ganges River, four people face prejudice, a strict moral code and a punishing caste system as they confront personal tragedies.",Neeraj Ghaywan,Richa Chadha,Sanjay Mishra,Vicky Kaushal,Pankaj Tripathi
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Zero,(III) (2018),"Comedy, Drama, Romance","The story revolves around Bauua Singh (Shah Rukh Khan), a vertically challenged man, who is full of charm and wit, with a pinch of arrogance. Born to a wealthy family and raised in an environment of affluence, he is challenged to broaden his horizon and find purpose in life.",Aanand L. Rai,Shah Rukh Khan,Anushka Sharma,Katrina Kaif,Mohd. Zeeshan Ayyub
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Hindi Medium,-2017,"Comedy, Drama",A couple from Chandni Chowk aspire to give their daughter the best education and thus be a part of and accepted by the elite of Delhi.,Saket Chaudhary,Irrfan Khan,Saba Qamar,Dishita Sehgal,Deepak Dobriyal
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Tamasha,-2015,"Comedy, Drama, Romance","The life of a man with borderline personality disorder is relived in three stages: as a nine-year-old child, a 19-year-old adolescent and a 30-year-old adult.",Imtiaz Ali,Deepika Padukone,Ranbir Kapoor,Sushma Seth,Piyush Mishra
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Dhoom 2,-2006,"Action, Crime, Thriller","Mr A, a fearless thief, steals valuable artefacts and teams up with the girl he is attracted to but who cannot be trusted. Close on their heels are three police officers trying to apprehend them.",Sanjay Gadhvi,Hrithik Roshan,Abhishek Bachchan,Aishwarya Rai Bachchan,Uday Chopra
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Sarfarosh,-1999,"Action, Drama","After his brother is killed and father severely injured by terrorists, a young med student quits his studies to join the Indian Police Service to wipe out the terrorists.",John Mathew Matthan,Aamir Khan,Naseeruddin Shah,Sonali Bendre,Mukesh Rishi
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Rustom,-2016,"Crime, Drama, Thriller","A naval officer returns home to find out about his wife's affair. Soon, he surrenders after murdering the lover but as the case unfolds, it starts to reveal his hidden intention.",Dharmendra Suresh Desai,Manoj Bajpayee,Akshay Kumar,Sharad Kelkar,Ileana D'Cruz
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,2 States,-2014,"Comedy, Drama, Romance",This movie chronicles how Chetan met his wife and the difficulties they faced due to their cultural differences.,Abhishek Varman,Arjun Kapoor,Alia Bhatt,Amrita Singh,Revathi
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Kapoor & Sons,-2016,"Comedy, Drama, Family","A story revolving around a dysfunctional family of 2 brothers who visit their family and discover that their parents marriage is on the verge of collapse,the family is undergoing a financial crunch and much more as the drama unfolds.",Shakun Batra,Rishi Kapoor,Rajat Kapoor,Ratna Pathak Shah,Fawad Khan
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Badla,-2019,"Crime, Drama, Mystery",A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.,Sujoy Ghosh,Amitabh Bachchan,Taapsee Pannu,Amrita Singh,Antonio Aakeel
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Bodyguard,(I) (2011),"Action, Comedy, Drama",The daughter of a wealthy nobleman secretly falls in love with her bodyguard.,Siddique,Salman Khan,Kareena Kapoor,Raj Babbar,Hazel Keech
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Monsoon Wedding,-2001,"Comedy, Drama, Romance","A stressed father, a bride-to-be with a secret, a smitten event planner, and relatives from around the world create much ado about the preparations for an arranged marriage in India.",Mira Nair,Naseeruddin Shah,Lillete Dubey,Shefali Shah,Vijay Raaz
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Madras Cafe,-2013,"Action, Drama, Thriller",An Indian intelligence agent journeys to a war-torn coastal island to break a resolute rebel group and meets a passionate journalist.,Shoojit Sircar,John Abraham,Nargis Fakhri,Raashi Khanna,Kannan Arunachalam
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Main Gabbar,-2015,"Action, Comedy, Crime",A grief-stricken man takes the law into his own hands when he begins to kidnap and murder corrupt public servants.,Radha Krishna Jagarlamudi,Akshay Kumar,Shruti Haasan,Kareena Kapoor,Suman
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Super 30,-2019,"Biography, Drama",Based on the life of Patna-based mathematician Anand Kumar who runs the famed Super 30 program for IIT aspirants in Patna.,Vikas Bahl,Hrithik Roshan,Mrunal Thakur,Nandish Singh,Virendra Saxena
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jolly LLB 2,-2017,"Comedy, Drama",Jolly is a clumsy lawyer who is faced with representing the most critical court case of his career.,Subhash Kapoor,Akshay Kumar,Huma Qureshi,Saurabh Shukla,Annu Kapoor
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Agneepath,-2012,"Action, Crime, Drama",A young boy's father is lynched before his eyes; fifteen years later he returns home for revenge.,Karan Malhotra,Hrithik Roshan,Priyanka Chopra Jonas,Sanjay Dutt,Rishi Kapoor
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Bhool Bhulaiyaa,-2007,"Comedy, Horror, Mystery","An NRI and his wife decide to stay in his ancestral home, paying no heed to the warnings about ghosts. Soon, inexplicable occurrences cause him to call a psychiatrist to help solve the mystery.",Priyadarshan,Akshay Kumar,Vidya Balan,Shiney Ahuja,Ameesha Patel
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Bharat,-2019,"Action, Comedy, Drama","At the cusp of India's birth as an Independent nation, a family makes an arduous journey to freedom at a cost. A young boy Bharat, makes a promise to his Father that he will keep his family together no matter what.",Ali Abbas Zafar,Salman Khan,Katrina Kaif,Sunil Grover,Tabu
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Khosla Ka Ghosla!,-2006,"Comedy, Crime, Drama",A Delhi based retired middle class man tries half-heartedly to get his land back from a swindling property dealer with the help of his sons and their friends.,Dibakar Banerjee,Anupam Kher,Boman Irani,Parvin Dabas,Tara Sharma
